date,keyword,title,description,source,url,risk_score,article_id,title_key
2026-02-21 06:19:27+00:00,hyperscaler capex,"Gene Munster Predicts Nvidia Growth Will Hit 40% In 2027, Calls Wall Street's 28% Estimate 'Too Conservative' Ahead Of Earnings","Ahead of Nvidia's Feb. 25 earnings report, Deepwater's Gene Munster said Wall Street is underestimating the chipmaker's AI-driven momentum, projecting 40% growth in 2027 versus the Street's 28% estimate as rising AI utility, hyperscaler capex and inference demand support a stronger long-term outlook.",Benzinga,https://www.benzinga.com/markets/earnings/26/02/50769052/gene-munster-predicts-nvidia-growth-will-hit-40-in-2027-calls-wall-streets-28-estimate-too-conservative-ahead-of-earnings,0.0,f247ee0c3405ce79f82976bf9c259d3f86c03d4139630052f7043924b765dc37,gene munster predicts nvidia growth will hit 40 in 2027 calls wall street s 28 estimate too conservative ahead of earnings
2026-02-21 07:19:36+00:00,hyperscaler capex,"Alphabet Printed The Best Hyperscaler Quarter, And The Market Still Found A Reason To Sell",Alphabet has 48% Cloud growth and 30.1% margins with $180B in 2026 CapEx and accelerating Gemini AI momentum. Learn why GOOGL stock is a strong buy.,Seeking Alpha,https://seekingalpha.com/article/4873161-alphabet-printed-the-best-hyperscaler-quarter-and-the-market-still-found-a-reason-to-sell,0.0,6dccbac5768faa5f12921128803504b343c6dd2493506c8bc6f597e6e5e56729,alphabet printed the best hyperscaler quarter and the market still found a reason to sell
2026-02-21 14:30:00+00:00,distressed debt,Kirkland Star Lawyer’s Debt Warning Sows Seeds of His Own Exit,"For the better part of 15 years at law firm Kirkland & Ellis, David Nemecek made a career out of exploiting loose lending agreements to perfect what would become a well-worn dance in the world of distressed corporate debt: Craft a debt overhaul too good for one set of a company’s creditors to pass up while leaving other creditors with scraps and buying precious time for the company’s private equity owners to avoid losses.",Bloomberg,https://www.bloomberg.com/news/articles/2026-02-21/kirkland-star-lawyer-s-debt-warning-sows-seeds-of-his-own-exit,0.0666666666666666,32338602df0deba6747b7a23f4abc9b3e84475b5b2f704f9c9148f8bdb65f2aa,kirkland star lawyer s debt warning sows seeds of his own exit
2026-02-21 15:29:33+00:00,bank stress,Mumbai Study Finds Silent Music Therapy Boosts Breast Milk Production By 90% At Cama Hospital's Milk Bank,"A study at Cama and Albless Hospital in Mumbai found that silent music therapy significantly increased breast milk production among donor mothers. Milk collection rose from 2.73 lakh ml in 2023 to 5.2 lakh ml in 2025, despite fewer donors. Researchers linked improved output to reduced stress and better hormonal response.",Free Press Journal,https://www.freepressjournal.in/mumbai/mumbai-study-finds-silent-music-therapy-boosts-breast-milk-production-by-90-at-cama-hospitals-milk-bank,0.0,832ffbd5ddeecb863a8fa9fb72dde7e36a0f60740456d341cd8476396c35d411,mumbai study finds silent music therapy boosts breast milk production by 90 at cama hospital s milk bank
2026-02-22 23:20:26+00:00,leveraged loan defaults,CLO equity funds reel as default rears rise; leverage magnifies risk,"Rising leveraged-loan defaults are hitting CLO equity retail funds—dividends cut, prices slump, leverage bites.",Seeking Alpha,https://seekingalpha.com/news/4554954-clo-equity-funds-reel-as-default-rears-rise-leverage-magnifies-risk,0.0666666666666666,94f1e03b4d53d4ede3544ba22b9634e4429988a8670e347116503d6f229b37cb,clo equity funds reel as default rears rise leverage magnifies risk
2026-02-23 03:46:13+00:00,container rates,Tiger Logistics Targets Better Freight Rates to Boost Revenue Amid Reefer Pharma Sector Growth,"Tiger Logistics is targeting better freight rates to boost turnover and revenue performance. The company is experiencing positive growth in the reefer pharma sector, particularly from northern regions, which is driving improved container export results and positioning the company strategically in specialized logistics services.",scanx.trade,https://scanx.trade/stock-market-news/stocks/tiger-logistics-targets-better-freight-rates-to-boost-revenue-amid-reefer-pharma-sector-growth/33363973,0.0,031c49632af8770da050db199cbc13925f80d2b4c219c14672853348da40252e,tiger logistics targets better freight rates to boost revenue amid reefer pharma sector growth
2026-02-23 05:47:16+00:00,deposit outflows,"IDFC First Bank shares crash 20% after reporting a fraud- Should you buy, sell, or hold the banking stock?","IDFC First Bank's shares plunged 20% following revelations of a ₹590 crore fraud at its Chandigarh branch, leading to concerns about its earnings and governance. Analysts urge caution for investors amid fears of further deposit outflows and heightened scrutiny from regulatory bodies.",Livemint,https://www.livemint.com/market/stock-market-news/idfc-first-bank-shares-crash-20-after-reporting-a-fraud-should-you-buy-sell-or-hold-the-banking-stock-11771822702277.html,0.0,ee8fb30cef488a10e4a6fe3e8e9efb81cd5b953d47daac9da4e82d708b38260a,idfc first bank shares crash 20 after reporting a fraud should you buy sell or hold the banking stock
2026-02-23 09:06:09+00:00,bank stress,"Staff Collusion Led To Haryana Govt Account Fraud, Profits To Stay Solid Despite Provisions: IDFC Bank","In a specially convened call for investors and analysts ahead of opening of the equity markets, Vaidyanathan said the bank will take some provisions as a result of the fraud and in line with its policies to recognise any stress upfront.",NDTV Profit,https://www.ndtvprofit.com/business/staff-collusion-led-to-haryana-govt-account-fraud-profits-to-stay-solid-despite-provisions-idfc-bank-11123817,0.0,76ac2d0a7b2dd952daee8ff2c7503a213866efd039b53f4c9533f3935ae5421d,staff collusion led to haryana govt account fraud profits to stay solid despite provisions idfc bank
2026-02-23 17:03:58+00:00,data center capex,Morgan Stanley hails rare ‘reindustrialization renaissance’ of AI economy,Prospects for data-center capex: booming. Prospects for the average human in this economy: “unremarkable.”,Fortune,https://fortune.com/2026/02/23/morgan-stanley-genai-capex-rare-reindustrialization-renaissance-better-machines-than-humans/,0.0,72bf856627f42de4c3122612d5927f950a96a6ef70f95135a9310c06c0310e40,morgan stanley hails rare reindustrialization renaissance of ai economy
2026-02-23 19:10:42+00:00,container rates,“Textbook” case: Why trans-Pacific container rates continue to fall,"Xeneta: Iran tensions could delay Red Sea return  While ocean carriers wrangle with too many ships and too little cargo, continuing weak rates on the",FreightWaves,https://www.freightwaves.com/news/textbook-case-why-trans-pacific-container-rates-continue-to-fall,0.0,6a072371892d5c929ac19ecb4165af04cde17f16b963164f7257570576b9bdf9,textbook case why trans pacific container rates continue to fall
2026-02-23 21:22:19+00:00,credit spread,Capital One Slips As Private Credit Jitters Spread,Capital One Financial shares are trading lower Monday afternoon as a wave of selling hit U.S. bank and asset-management shares on worries about private credit and AI-exposed lending.,Benzinga,https://www.benzinga.com/trading-ideas/movers/26/02/50800072/capital-one-slips-as-private-credit-jitters-spread,0.0,069e48dedef750b0946732064d7f7c0001df74923b3d1d3a976e96c9139dfb97,capital one slips as private credit jitters spread
2026-02-24 09:50:38+00:00,oil refinery outages,Asia refinery 2026 maintenance/outages,"The table below lists planned and unplanned refinery shutdowns for 2026 compiled through a survey of Asian oil refiners and market sources.
Latest news:
> Malaysia's PrefChem cuts refinery output...",MarketScreener,https://www.marketscreener.com/news/asia-refinery-2026-maintenance-outages-ce7e5cdad98af52c,0.0,e6afac449aa5f4431d5d2a427aae0f0ed590a8532ab0ea18be8e402dbfea7114,asia refinery 2026 maintenance outages
2026-02-24 15:57:00+00:00,copper demand china,Copper hits highest price in more than a week as China returns from holiday,"Copper prices rose to ​their highest level in more than ​a week on Tuesday, propelled by positive sentiment and firmer demand ​in top metals consumer China, where markets reopened after a holiday.",The Economic Times,https://economictimes.indiatimes.com/markets/commodities/news/copper-hits-highest-price-in-more-than-a-week-as-china-returns-from-holiday/articleshow/128756498.cms,0.0,c6938c2f73388b36aa3a5672dd791a20ae2044b949f837a3444310f0e6f69e81,copper hits highest price in more than a week as china returns from holiday
2026-02-24 18:11:00+00:00,leveraged loan defaults,"400,000 BKLN put options surge: Is rising software credit risk signaling leveraged loan ETF crash in 2026?","More than 400,000 BKLN put options were bought in just three weeks. That equals about 40 million shares. This is the highest bearish positioning since 2023. The Invesco Senior Loan ETF (BKLN) trades near $20. Software exposure is about 18%. Investors fear rising software credit risk and stress in the leveraged loan market. Nearly $1 billion has left the ETF in four weeks. Credit spreads are sensitive to rates and growth. If defaults rise, BKLN could fall further. If conditions stabilize, this crowded trade may unwind fast. Credit markets now lead the signal.",The Economic Times,https://economictimes.indiatimes.com/news/international/us/400000-bkln-put-options-surge-is-rising-software-credit-risk-signaling-leveraged-loan-etf-crash-in-2026/articleshow/128759349.cms,0.1333333333333333,224865161b562a311380e387ef8e7b1d21615dab9603e52adbbf8b8762633a43,400 000 bkln put options surge is rising software credit risk signaling leveraged loan etf crash in 2026
2026-02-24 19:49:08+00:00,credit spread,Financial Carnage in Shadow Banking as Private Credit Freezes Spread,"Market Analysis by covering: S&P 500, Dow Jones Industrial Average, BlackRock Inc, Blackstone Inc. Read 's Market Analysis on Investing.com",Investing.com,https://www.investing.com/analysis/financial-carnage-in-shadow-banking-as-private-credit-freezes-spread-200675583,0.0,03594d46c9631fb35cfee9df8bf1d00dc08a9bdcf4c58f7ae07914cf11946126,financial carnage in shadow banking as private credit freezes spread
2026-02-24 20:42:13+00:00,ai inference demand,"AI chip startup SambaNova raises $350 million in Vista-led round, signs Intel partnership",SambaNova Systems said on Tuesday it has raised $350 million in a new funding round and struck a partnership with Intel as it seeks to capitalise on surging demand for inference chips used in artificial intelligence applications.,Reuters,https://www.reuters.com/business/media-telecom/ai-chip-startup-sambanova-raises-350-million-vista-led-round-signs-intel-2026-02-24/,0.0,c81afafa4c2ae5664fb527c0a99a74c47a2b0c185590e531d3f632a6325e7067,ai chip startup sambanova raises 350 million in vista led round signs intel partnership
2026-02-25 00:07:00+00:00,ai inference demand,"AI chip startup SambaNova raises $350 million in Vista-led round, signs Intel partnership",Feb 24 (Reuters) - SambaNova Systems ⁠said on Tuesday it has raised $350 million in ⁠a new funding round and struck a partnership ‌with Intel as it seeks to capitalise on surging demand for inference chips used in artificial intelligence applications.,The Star,https://www.thestar.com.my/tech/tech-news/2026/02/25/ai-chip-startup-sambanova-raises-350-million-in-vista-led-round-signs-intel-partnership,0.0,acf157d4177cee1da6e87e9793fd9388e1a10cb9b44fbb33a5545e0d6413cf87,ai chip startup sambanova raises 350 million in vista led round signs intel partnership
2026-02-25 12:10:00+00:00,hyperscaler capex,Big Nvidia (NVDA) Q4 earnings today: here’s what investors will watch from the Jensen Huang-led chip giant - NVDA stock forecast,"Nvidia (NVDA) Q4 earnings today: Nvidia reports Q4 earnings today, February 25 — and $65.7 billion is on the line. Wall Street expects EPS of $1.53, up 72% year over year. Revenue growth stands at 67%. Blackwell GPU orders have crossed $350 billion. Hyperscaler capex — Microsoft, Google, Meta, Amazon — hit $600 billion for 2026. Every dollar flows toward Nvidia chips. The AI infrastructure buildout is not slowing. Tonight's Jensen Huang guidance for Q1 FY2027 is the real market mover. Options traders are pricing a 6% stock swing. That is massive for a $3 trillion company. Results drop at 4:20 PM ET.",The Economic Times,https://economictimes.indiatimes.com/news/international/us/big-nvidia-nvda-q4-earnings-today-heres-what-investors-will-watch-from-the-jensen-huang-led-chip-giant-nvda-stock-forecast/articleshow/128781200.cms,0.0666666666666666,89c3d04897c8448cad11f3bddf10fd7466b487f33911c7530490c70a001eb8fd,big nvidia nvda q4 earnings today here s what investors will watch from the jensen huang led chip giant nvda stock forecast
2026-02-25 15:02:54+00:00,ai inference demand,There's a structural shift taking place in AI that investors may be missing. How to play it,"As agentic AI adoption accelerates, inference demand will grow exponentially.",CNBC,https://www.cnbc.com/2026/02/25/theres-a-structural-shift-taking-place-in-ai-that-investors-may-be-missing-how-to-play-it.html,0.0,f721503338b12cc145a90604f4717eccd25638fe7b9a8b3a492ed00cc90932ea,there s a structural shift taking place in ai that investors may be missing how to play it
2026-02-25 18:47:09+00:00,hyperscaler capex,Nvidia earnings are out after market close. Here's what Wall Street expects to see,"Analysts remain bullish on Nvidia given strong AI capex expected this year, healthy AI compute demand and the stock's valuation relative to hyperscaler peers.",CNBC,https://www.cnbc.com/2026/02/25/nvidia-earnings-are-out-after-market-close-heres-what-wall-street-expects-to-see.html,0.0,743159f7f9639b20bd772eb210746c8dd7c4d7e994570d8ba5c2e8bdd6ab3069,nvidia earnings are out after market close here s what wall street expects to see
2026-02-25 19:26:26+00:00,distressed debt,Shell's Bold Play: A Lifeline for Brazil's Raizen,"Oil major Shell is poised to increase its investment in Raizen, a distressed Brazilian sugar and ethanol producer facing serious financial challenges. Raizen's joint-venture partner Cosan is also considering support. Raizen struggles under heavy debt, exacerbated by external factors impacting production. Rescue efforts are in progress.",Devdiscourse,https://www.devdiscourse.com/article/headlines/3817889-shells-bold-play-a-lifeline-for-brazils-raizen,0.0,6358da0c1a580285a4789cd4de675dea5abbca0501fead59c72b70221da4f484,shell s bold play a lifeline for brazil s raizen
2026-02-26 04:32:39+00:00,semiconductor export controls,Rare Earth Shortages Threaten Aerospace and Semiconductor Industries Amid U.S.-China Trade Tensions,"Rare earth shortages, primarily yttrium and scandium, are critical challenges for U.S. aerospace and semiconductor industries due to Chinese export controls. This ongoing issue impacts engine coatings and 5G chip production, while political talks aim to ease limitations and explore alternative supply chains.",Devdiscourse,https://www.devdiscourse.com/article/technology/3818068-rare-earth-shortages-threaten-aerospace-and-semiconductor-industries-amid-us-china-trade-tensions,0.0666666666666666,f15dfe923f73ac26afc1f57a9e21e576cbbe0719c4dda7da389777eeeb728095,rare earth shortages threaten aerospace and semiconductor industries amid u s china trade tensions
2026-02-26 04:44:00+00:00,semiconductor export controls,"Truce or not, rare earth crisis roils US industry","Suppliers to US aerospace and semiconductor companies are facing critical shortages of rare earth elements like yttrium and scandium. This is impacting production for defence technology, aerospace, and semiconductors. China's export controls are a key factor. US President Trump is expected to discuss these issues with Chinese President Xi Jinping. The situation highlights dependence on China for vital minerals.",The Economic Times,https://economictimes.indiatimes.com/news/international/world-news/rare-earth-shortage-us-truce-or-not-crisis-roils-united-states-industries/articleshow/128802202.cms,0.1333333333333333,09d9b1c251e53bb7f094a8b7d43be2072c20046d6f5996a7b523ff18d013b5ba,truce or not rare earth crisis roils us industry
2026-02-26 06:44:00+00:00,bank liquidity stress,"RBI's additional liquidity support to wind down after March, bankers say","The RBIs recent liquidity infusion, which has pushed overnight rates below the repo rate to ease funding stress, is seen by bankers as a temporary, tactical move rather than a policy shift. With surplus liquidity rising above comfort levels and short-term rates cooling, the central bank is expected to maintain this stance only until March before likely absorbing excess cash and restoring its usual liquidity framework.",The Economic Times,https://economictimes.indiatimes.com/news/economy/finance/rbis-additional-liquidity-support-to-wind-down-after-march-bankers-say/articleshow/128804820.cms,0.0666666666666666,d756f1712597c9f783c08b8c9b0039d6b46d8f41be2371ef2b10eb524911337c,rbi s additional liquidity support to wind down after march bankers say
2026-02-26 06:51:05+00:00,money market stress,"India central bank's additional liquidity support to wind down after March, bankers say","The Indian central bank's additional liquidity support to lenders, which has pushed overnight rates towards the floor of the policy rate corridor in a bid to ease money market stress and improve transmission, is unlikely to extend beyond March, according to bankers.",Reuters,https://www.reuters.com/world/india/india-central-banks-additional-liquidity-support-wind-down-after-march-bankers-2026-02-26/,0.1333333333333333,069b9814ed164a5d23daa6956127458f77e7a1dcbf164b6a47fd4c6e3d4a13cd,india central bank s additional liquidity support to wind down after march bankers say
2026-02-26 10:37:00+00:00,server supply chain,Supply chain worm with its own MCP server spreads via GitHub,"A new malware is circulating in the npm ecosystem, stealing credentials and CI secrets and spreading autonomously.",Heise Online,https://www.heise.de/en/news/Supply-chain-worm-with-its-own-MCP-server-spreads-via-GitHub-11190731.html,0.0666666666666666,45310a9e840e2a6da1c6034ab41b5a5579e4d2ebc8201604e7f0e0321e9a4a79,supply chain worm with its own mcp server spreads via github
2026-02-26 11:17:48+00:00,dry bulk shipping,Shipping group CMB Tech's fourth-quarter core earnings beat expectations,"Belgian shipping group CMB Tech
reported fourth-quarter core earnings above market
expectations on Thursday, helped by robust tanker and dry-bulk
markets that allowed it to lock in charters and sell...",MarketScreener,https://www.marketscreener.com/news/shipping-group-cmb-tech-s-fourth-quarter-core-earnings-beat-expectations-ce7e5cd8d081f62d,0.0,135f1f8a83fcde915be54a523042cdc7a60b2a2cf233fa08cae0178b1710b4a1,shipping group cmb tech s fourth quarter core earnings beat expectations
2026-02-26 11:51:33+00:00,export control,Former US Air Force pilot arrested for training Chinese military pilots,A statement issued by the US Department of Justice on Wednesday noted that the 65-year-old former pilot faces charges under the US Arms Export Control Act (AECA) and is expected to appear before a Magistrate Judge in the Southern District of Indiana today.,Zee News,https://zeenews.india.com/world/former-us-air-force-pilot-arrested-for-training-chinese-military-pilots-3021546.html,0.0,f935805a32f622f6a7f9f3eb4fecae333d0df329a6cbb52f3055dd01e2e94c93,former us air force pilot arrested for training chinese military pilots
2026-02-26 12:24:45+00:00,dry bulk shipping,"Diana Shipping Inc. Reports Financial Results for the Fourth Quarter and Year Ended December 31, 2025; and Declares Cash Dividend of $0.01 Per Common Share for the Fourth Quarter 2025","ATHENS, Greece, Feb. 26, 2026 (GLOBE NEWSWIRE) -- Diana Shipping Inc. (NYSE: DSX), (the 'Company”), a global shipping company specializing in the ownership and bareboat charter-in of dry bulk vessels, today reported net income of $3.1 million and net income attributable to common stockholders of $1.7 million for the fourth quarter of 2025. This compares to net income of $9.7 million and net income attributable to common stockholders of $8.3 million for the fourth quarter of 2024. Earnings per share for the fourth quarter of 2025 were $0.02 basic and diluted, compared to $0.07 basic and $0.02 diluted in the same quarter of 2024.",The Manila Times,https://www.manilatimes.net/2026/02/26/tmt-newswire/globenewswire/diana-shipping-inc-reports-financial-results-for-the-fourth-quarter-and-year-ended-december-31-2025-and-declares-cash-dividend-of-001-per-common-share-for-the-fourth-quarter-2025/2285844,0.0,458092223e6fc6c55011c75e5167f1e4c572fa16ef002e1f425f31bbe08a0199,diana shipping inc reports financial results for the fourth quarter and year ended december 31 2025 and declares cash dividend of 0 01 per common share for the fourth quarter 2025
2026-02-26 23:02:21+00:00,export control,Rare-Earth Rumble: China's Export Control Quandary,"Amid heightened tensions between the U.S. and China, China's rare-earth export controls have left many exporters questioning their need for licenses. As compliance queries soar and the enforcement apparatus grows, the upcoming summit between President Trump and Xi Jinping could determine the fate of their fragile trade truce.",Devdiscourse,https://www.devdiscourse.com/article/law-order/3819408-rare-earth-rumble-chinas-export-control-quandary,0.0,f31204e506a39ec0a4fff418500a163006dd01fea1823dfb77106752d991aedb,rare earth rumble china s export control quandary
2026-02-27 05:34:55+00:00,investment grade spreads,Global Credit Spreads Widen Most in Months as Strains Mount,"Investment-grade bond markets, which had emerged as a safe haven during recent AI-driven swings in equities, are starting to show some signs of strain.",Bloomberg,https://www.bloomberg.com/news/articles/2026-02-27/global-credit-spreads-widen-most-in-four-months-as-strains-mount,0.0,b17c43b475a9f7f96e7812084ec742f176429e14e4eaa16baf9ee5431a37dc30,global credit spreads widen most in months as strains mount
2026-02-27 07:20:37+00:00,export control,South Korea Opens Google Maps: A New Era of Digital Mapping,"South Korea has approved the export of high-precision map data to overseas servers, enabling proper functionality of Google Maps in the country. This decision imposes strict security measures, impacting local companies like Naver and Kakao, and raises concerns about market control and national security.",Devdiscourse,https://www.devdiscourse.com/article/technology/3819695-south-korea-opens-google-maps-a-new-era-of-digital-mapping,0.0,96b8d29327501ed29ceaef273b1243c0095a6e6977c9a017d8208bcf41167901,south korea opens google maps a new era of digital mapping
2026-02-27 10:15:01+00:00,credit spread,Private Credit Risks Contagion From the Software Scare: $20B CIO,"Fears of a software apocalypse could spread throughout the US private credit market, increasing contagion risk, according to one CIO.",Markets Insider,https://markets.businessinsider.com/news/stocks/private-credit-financial-contagion-risk-software-ai-selloff-2026-2,0.0666666666666666,3f2955579ab8ad68b34feab4ea798e626dd1a1f9baf062430164849de55e93e0,private credit risks contagion from the software scare 20b cio
2026-02-27 11:00:00+00:00,crude oil inventory,The Iran Risk Is Keeping Oil Prices Elevated,Oil remains above $70 despite a massive U.S. inventory build as Iran tensions and Strait of Hormuz risks embed a geopolitical premium into crude prices.,Forbes,https://www.forbes.com/sites/rrapier/2026/02/27/the-iran-risk-is-keeping-oil-prices-elevated/,0.0,f09661ca6352624b0578b1d0d90e2871f60a68debef8e3943a0c95c392611b59,the iran risk is keeping oil prices elevated
2026-02-27 14:30:00+00:00,crude oil inventory,Oil Prices Slip From Seven-Month High as War Premium Fades,WTI crude declined for the week as a record U.S. inventory build and constructive Iran-U.S. nuclear talks erased much of the geopolitical risk premium despite lingering supply uncertainties.,OilPrice,https://oilprice.com/Energy/Energy-General/Oil-Prices-Slip-From-Seven-Month-High-as-War-Premium-Fades.html,0.0666666666666666,d78e9725559944ed7dda1cb68ddfd894baad5192d9aeefef9127314e12952bc2,oil prices slip from seven month high as war premium fades
2026-02-27 14:40:15+00:00,hbm memory demand,The AI Memory War: What’s Really Driving Micron Stock,"MU experienced a strong increase of 327%, driven by a spike in AI-related demand and a constrained supply of HBM",Forbes,https://www.forbes.com/sites/greatspeculations/2026/02/27/the-ai-memory-war-whats-really-driving-micron-stock/,0.0666666666666666,c536795a1ba137ec4e330db1a4d99aca98e8b012e8c926f4ab837c13a5cdc9b3,the ai memory war what s really driving micron stock
2026-02-27 21:57:49+00:00,bank stress,Nvidia’s Beat Isn’t Enough To Ease AI Anxiety: This Week On Wall Street,"Wall Street reels after an AI-driven unemployment warning, Nvidia's post-earnings drop, bank selloffs and private equity stress fuel fears of a deeper market rotation in 2026.",Benzinga,https://www.benzinga.com/markets/market-summary/26/02/50948665/nvidia-earnings-reactions-this-week-on-wall-stree,0.0666666666666666,d89abb8f13cebe2b848f686ed5601408e911a86d146ef03564af18f71f8dfad5,nvidia s beat isn t enough to ease ai anxiety this week on wall street
2026-02-28 05:05:43+00:00,ai inference demand,"Nvidia plans new chip to speed AI processing, shake up computing market","Under pressure from rivals, the chip giant is set to offer a new product focused on rapid processing of AI queries for ‘inference’ demand.",Livemint,https://www.livemint.com/companies/news/nvidia-inference-chip-openai-nvidia-deal-11772254949655.html,0.0,b9e3848b68f4d91708cd2bcc6b9a94c92b323febbf35220b2ae9a40d0924ccd4,nvidia plans new chip to speed ai processing shake up computing market
2026-02-28 05:40:42+00:00,semiconductor export controls,U.S. defense and tech sectors face crippling shortages of key minerals controlled by China,"China’s rare earth export controls are crippling U.S. aerospace and semiconductor production. The price of critical yttrium has soared 69-fold in a year, halting some production lines. U.S. chipmakers face dangerous shortages of scandium, threatening 5G technology. Industry experts describe this as deliberate economic warfare by China. Long-term U.S. solutions are underway, but immediate shortages […]",Natural News,https://www.naturalnews.com/2026-02-28-defense-tech-face-shortages-key-minerals-china.html,0.1333333333333333,e4d6453c002bbfd18eae82f0d96cdf2c9e3077269891e2ade4ec69820846df35,u s defense and tech sectors face crippling shortages of key minerals controlled by china
